dates,futPrices,repoRates,ctdPrices,ois3,ois4,fedLow,fedUp
2016-10-06,108.9453125,0.00575,101.2773438,0.00462,0.004927,0.0025,0.005
2016-10-07,108.9453125,0.00545,101.2851563,0.004485,0.004849,0.0025,0.005
2016-10-11,108.84375,0.00545,101.21875,0.0046,0.004922,0.0025,0.005
2016-10-12,108.8125,0.00545,101.1835938,0.004669,0.00492,0.0025,0.005
2016-10-13,108.90625,0.00545,101.2578125,0.004662,0.004943,0.0025,0.005
2016-10-14,108.9140625,0.00545,101.265625,0.00467,0.004992,0.0025,0.005
2016-10-17,108.9375,0.00545,101.2929688,0.00467,0.00496,0.0025,0.005
2016-10-18,108.96875,0.00525,101.3125,0.004649,0.004925,0.0025,0.005
2016-10-19,108.984375,0.00525,101.328125,0.004705,0.004936,0.0025,0.005
2016-10-20,108.9609375,0.00525,101.2929688,0.004793,0.005082,0.0025,0.005
2016-10-21,108.9609375,0.00525,101.28125,0.00485,0.005115,0.0025,0.005
2016-10-24,108.9296875,0.00525,101.265625,0.004895,0.005175,0.0025,0.005
2016-10-25,108.9140625,0.00525,101.2421875,0.004955,0.005228,0.0025,0.005
2016-10-26,108.890625,0.00525,101.21875,0.004968,0.005222,0.0025,0.005
2016-10-27,108.8515625,0.00525,101.1875,0.00503,0.00527,0.0025,0.005
2016-10-28,108.90625,0.00525,101.25,0.00497,0.005211,0.0025,0.005
2016-10-31,108.921875,0.00525,101.2617188,0.00503,0.005228,0.0025,0.005
2016-11-01,108.9609375,0.00525,101.296875,0.005027,0.005216,0.0025,0.005
2016-11-02,109,0.00525,101.3164063,0.005,0.005178,0.0025,0.005
2016-11-03,109.0234375,0.00525,101.3320313,0.005011,0.005194,0.0025,0.005
2016-11-04,109.0703125,0.00525,101.3671875,0.005008,0.005174,0.0025,0.005
2016-11-07,109.015625,0.00515,101.3164063,0.005108,0.005305,0.0025,0.005
2016-11-08,108.921875,0.00515,101.234375,0.005207,0.005394,0.0025,0.005
2016-11-09,108.828125,0.00515,101.1523438,0.005279,0.005453,0.0025,0.005
2016-11-10,108.796875,0.00515,101.1054688,0.005259,0.005416,0.0025,0.005
2016-11-14,108.6171875,0.0049,100.9257813,0.00545,0.00565,0.0025,0.005
2016-11-15,108.578125,0.0049,100.890625,0.005514,0.005671,0.0025,0.005
2016-11-16,108.5859375,0.0049,100.8789063,0.005566,0.005714,0.0025,0.005
2016-11-17,108.53125,0.0045,100.8515625,0.005659,0.005813,0.0025,0.005
2016-11-18,108.4609375,0.0045,100.7929688,0.00571,0.005875,0.0025,0.005
2016-11-21,108.4296875,0.00435,100.7773438,0.00572,0.005923,0.0025,0.005
2016-11-22,108.46875,0.004,100.7851563,0.005845,0.006003,0.0025,0.005
2016-11-23,108.375,0.004,100.7070313,0.005964,0.00613,0.0025,0.005
2016-11-25,108.3671875,0.00425,100.6953125,0.005985,0.006172,0.0025,0.005
2016-11-28,108.4140625,0.00425,100.75,0.005991,0.00616,0.0025,0.005
2016-11-29,108.4453125,0.00425,100.7929688,0.006,0.006174,0.0025,0.005
2016-11-30,108.40625,0.00425,100.7539063,0.006064,0.006237,0.0025,0.005
2016-12-01,108.328125,0.00365,100.671875,0.006176,0.006325,0.0025,0.005
2016-12-02,108.4375,0.0032,100.75,0.006175,0.006305,0.0025,0.005
2016-12-05,108.3984375,0.0032,100.71875,0.006232,0.0064,0.0025,0.005
2016-12-06,108.3984375,0.0032,100.7226563,0.006253,0.006444,0.0025,0.005
2016-12-07,108.4375,0.0032,100.7578125,0.006281,0.006439,0.0025,0.005
2016-12-08,108.4375,0.0032,100.7539063,0.006391,0.006559,0.0025,0.005
2016-12-09,108.390625,0.004,100.703125,0.00643,0.006589,0.0025,0.005
2016-12-12,108.390625,0.004,100.6992188,0.00645,0.00662,0.0025,0.005
2016-12-13,108.34375,0.00625,100.6328125,0.0065,0.006683,0.0025,0.005
2016-12-14,108.171875,0.00625,100.4882813,0.00656,0.00675,0.005,0.0075
2016-12-15,108.109375,0.00625,100.4257813,0.0065,0.00666,0.005,0.0075
2016-12-16,108.109375,0.00625,100.4140625,0.0065,0.00669,0.005,0.0075
2016-12-19,108.171875,0.00625,100.4609375,0.0065,0.00666,0.005,0.0075
2016-12-20,108.1640625,0.008,100.4765625,0.006531,0.00668,0.005,0.0075
2016-12-21,108.1875,0.008,100.515625,0.006535,0.006702,0.005,0.0075
2016-12-22,108.171875,0.008,100.5078125,0.006495,0.00671,0.005,0.0075
2016-12-23,108.1796875,0.008,100.4882813,0.006589,0.00671,0.005,0.0075
2016-12-27,108.1640625,0.008,100.4492188,0.00658,0.00667,0.005,0.0075
2016-12-28,108.2265625,0.007,100.4921875,0.006591,0.00673,0.005,0.0075
2016-12-29,108.3125,0.00675,100.5703125,0.006653,0.006772,0.005,0.0075
2016-12-30,108.34375,0.0065,100.5859375,0.006661,0.006791,0.005,0.0075
2017-01-03,108.265625,0.00575,100.5351563,0.006709,0.006865,0.005,0.0075
2017-01-04,108.25,0.00625,100.5117188,0.006709,0.006863,0.005,0.0075
2017-01-05,108.3671875,0.00625,100.6210938,0.006715,0.00684,0.005,0.0075
2017-01-06,108.2890625,0.00625,100.5390625,0.006739,0.006896,0.005,0.0075
2017-01-09,108.3515625,0.00625,100.5859375,0.006724,0.006872,0.005,0.0075
2017-01-10,108.3515625,0.00595,100.578125,0.006734,0.00688,0.005,0.0075
2017-01-11,108.359375,0.00575,100.5976563,0.006725,0.00688,0.005,0.0075
2017-01-12,108.3515625,0.00575,100.609375,0.00674,0.006875,0.005,0.0075
2017-01-13,108.34375,0.0062,100.5820313,0.006779,0.00693,0.005,0.0075
2017-01-17,108.4296875,0.00675,100.65625,0.006738,0.006836,0.005,0.0075
2017-01-18,108.359375,0.00625,100.5898438,0.006831,0.006992,0.005,0.0075
2017-01-19,108.296875,0.00625,100.5234375,0.006883,0.007056,0.005,0.0075
2017-01-20,108.3671875,0.00625,100.5820313,0.00682,0.006986,0.005,0.0075
2017-01-23,108.4609375,0.00625,100.6679688,0.00681,0.006954,0.005,0.0075
2017-01-24,108.359375,0.00625,100.5742188,0.006897,0.007066,0.005,0.0075
2017-01-25,108.3203125,0.00605,100.53125,0.006939,0.007141,0.005,0.0075
2017-01-26,108.359375,0.00605,100.5664063,0.006954,0.007154,0.005,0.0075
2017-01-27,108.3828125,0.00605,100.5742188,0.006919,0.007137,0.005,0.0075
2017-01-30,108.3828125,0.00605,100.5703125,0.006901,0.007085,0.005,0.0075
2017-01-31,108.3984375,0.00615,100.5820313,0.006917,0.007114,0.005,0.0075
2017-02-01,108.3984375,0.00615,100.5742188,0.006848,0.007079,0.005,0.0075
2017-02-02,108.40625,0.00615,100.5859375,0.006894,0.007074,0.005,0.0075
2017-02-03,108.390625,0.00615,100.5742188,0.006836,0.007039,0.005,0.0075
2017-02-06,108.5,0.00615,100.6757813,0.006765,0.006921,0.005,0.0075
2017-02-07,108.484375,0.00615,100.6523438,0.006824,0.006969,0.005,0.0075
2017-02-08,108.5234375,0.00615,100.6757813,0.006781,0.006926,0.005,0.0075
2017-02-09,108.4609375,0.00615,100.6171875,0.006887,0.007031,0.005,0.0075
2017-02-10,108.4296875,0.00615,100.5898438,0.006948,0.007148,0.005,0.0075
2017-02-13,108.4140625,0.00615,100.5703125,0.006962,0.007143,0.005,0.0075
2017-02-14,108.34375,0.00615,100.5,0.007054,0.007315,0.005,0.0075
2017-02-15,108.296875,0.00615,100.4492188,0.007266,0.007551,0.005,0.0075
2017-02-16,108.3828125,0.00615,100.5429688,0.007191,0.007449,0.005,0.0075
2017-02-17,108.4375,0.0059,100.578125,0.007148,0.007396,0.005,0.0075
2017-02-21,108.4375,0.0059,100.5742188,0.007259,0.0075,0.005,0.0075
2017-02-22,108.4609375,0.0059,100.5859375,0.007242,0.007568,0.005,0.0075
2017-02-23,108.5234375,0.0059,100.6328125,0.007361,0.007633,0.005,0.0075
2017-02-24,108.6328125,0.0059,100.7148438,0.00744,0.00769,0.005,0.0075
2017-02-27,108.515625,0.0059,100.609375,0.007607,0.007889,0.005,0.0075
2017-02-28,108.4921875,0.0059,100.578125,0.008105,0.008392,0.005,0.0075
2017-03-01,108.3671875,0.0059,100.4492188,0.008189,0.008442,0.005,0.0075
2017-03-02,108.2890625,0.0059,100.375,0.008445,0.008741,0.005,0.0075
2017-03-03,108.3203125,0.0059,100.4023438,0.00851,0.008811,0.005,0.0075
2017-03-06,108.3203125,0.0059,100.4023438,0.008605,0.008879,0.005,0.0075
2017-03-07,108.2890625,0.0059,100.359375,0.00865,0.008923,0.005,0.0075
2017-03-08,108.2421875,0.0059,100.3164063,0.008731,0.008986,0.005,0.0075
2017-03-09,108.234375,0.0059,100.296875,0.008843,0.009143,0.005,0.0075
2017-03-10,108.25,0.00655,100.3203125,0.008899,0.009229,0.005,0.0075
2017-03-13,108.2421875,0.00725,100.2929688,0.00895,0.009316,0.005,0.0075
2017-03-14,108.234375,0.00725,100.28125,0.008986,0.00932,0.005,0.0075
2017-03-15,108.3515625,0.00725,100.390625,0.009065,0.00928,0.0075,0.01
2017-03-16,108.3203125,0.00825,100.3671875,0.009117,0.009358,0.0075,0.01
2017-03-17,108.328125,0.00825,100.375,0.009112,0.009406,0.0075,0.01
2017-03-20,108.3671875,0.00925,100.40625,0.009111,0.009385,0.0075,0.01
2017-03-21,108.40625,0.00925,100.4414063,0.009131,0.00941,0.0075,0.01
2017-03-22,108.453125,0.0090929,100.4726563,0.009162,0.009345,0.0075,0.01
2017-03-23,108.46875,0.00881,100.484375,0.009183,0.009444,0.0075,0.01
2017-03-24,108.4921875,0.0081857,100.4921875,0.009193,0.009449,0.0075,0.01
2017-03-27,108.4609375,0.0086071,100.4882813,0.009189,0.009439,0.0075,0.01
2017-03-28,108.40625,0.00776,100.4296875,0.009211,0.009467,0.0075,0.01
2017-03-29,108.4453125,0.0079757,100.4570313,0.009207,0.009453,0.0075,0.01
2017-03-30,108.4296875,0.0085929,100.4453125,0.009275,0.009581,0.0075,0.01
